2800 3
3.284 1.705 2.404 
1.562 3.829 1.499 
1.895 1.149 2.666 
3.176 1.114 3.057 
3.839 2.405 1.574 
1.065 3.167 2.095 
2.455 2.776 1.900 
2.401 1.981 1.165 
1.489 3.901 3.794 
1.498 2.742 3.550 
2.110 1.247 1.390 
1.435 3.784 3.681 
3.643 1.073 3.361 
1.910 3.691 1.595 
3.841 3.986 1.894 
3.836 3.485 1.597 
2.252 3.538 3.352 
3.713 1.676 2.725 
1.427 2.750 3.782 
3.772 1.406 2.276 
1.525 1.808 2.539 
2.151 3.934 1.998 
1.568 3.961 3.779 
1.153 2.767 1.424 
1.989 2.497 3.358 
2.534 3.938 2.731 
1.313 1.454 3.142 
1.781 3.415 2.824 
3.167 1.500 3.703 
2.852 3.369 3.434 
2.662 2.172 3.582 
2.575 1.770 2.148 
3.359 3.670 3.834 
3.364 2.857 1.738 
3.469 1.476 3.370 
3.336 3.571 3.592 
2.660 3.407 1.008 
2.021 1.637 1.116 
2.231 2.157 1.471 
3.927 3.045 2.329 
1.879 2.189 3.864 
2.640 2.865 1.407 
2.137 2.840 3.697 
3.733 3.314 3.371 
1.153 2.371 3.675 
1.702 2.337 3.025 
2.986 3.843 3.280 
2.685 2.063 2.154 
2.762 2.731 2.787 
3.381 1.477 1.304 
2.235 3.839 1.232 
3.475 3.276 3.184 
2.140 2.376 1.303 
2.977 1.760 3.129 
2.924 1.487 1.396 
1.095 1.972 3.827 
2.114 2.991 2.369 
2.622 3.826 2.203 
2.283 3.176 3.570 
1.856 2.007 3.655 
1.709 2.020 3.559 
3.878 1.419 3.558 
3.848 1.098 1.527 
1.325 1.472 3.369 
2.040 2.038 2.405 
3.414 2.294 2.141 
3.498 2.692 3.500 
3.905 2.719 2.138 
1.523 2.035 1.542 
2.606 2.022 1.968 
3.345 2.228 1.142 
3.522 2.555 2.714 
1.291 2.542 1.724 
1.376 3.477 2.965 
1.975 1.475 1.725 
3.265 1.849 3.584 
1.725 3.388 3.806 
2.184 3.543 3.957 
2.425 2.947 2.735 
2.828 3.573 1.119 
2.142 2.017 1.713 
2.327 1.408 2.357 
1.487 2.679 1.614 
2.499 2.255 2.964 
1.199 2.982 3.412 
2.203 3.861 2.761 
3.503 3.353 3.015 
2.296 2.607 3.397 
3.407 1.510 3.642 
2.605 3.184 2.553 
2.279 2.914 1.272 
2.140 3.916 3.267 
3.982 3.476 2.816 
1.664 1.829 3.632 
1.322 2.053 1.992 
1.899 2.516 2.578 
1.071 1.402 1.688 
2.054 2.425 3.081 
3.274 1.686 2.810 
1.933 3.737 2.833 
2.920 3.706 3.973 
3.387 1.187 1.485 
1.038 3.484 1.572 
1.680 2.554 1.836 
1.528 3.196 1.949 
1.148 3.891 2.819 
3.996 3.036 1.960 
3.112 3.972 3.521 
2.350 2.265 1.030 
1.112 3.937 1.399 
2.135 1.860 2.639 
2.647 1.639 3.076 
2.888 2.995 2.363 
3.643 2.965 3.765 
3.793 1.962 3.584 
2.000 2.232 1.796 
2.120 2.660 3.122 
3.401 3.636 2.984 
2.469 1.245 3.518 
3.355 2.575 3.477 
2.086 3.256 1.231 
2.949 1.338 1.094 
2.892 1.596 2.497 
2.901 1.991 2.616 
2.846 2.235 1.382 
1.730 1.074 1.537 
3.835 1.152 3.094 
2.893 1.466 2.513 
1.414 2.706 1.655 
1.671 3.821 2.103 
1.154 3.489 2.046 
2.560 3.736 3.970 
2.000 3.899 2.929 
3.118 2.145 2.420 
3.773 3.743 1.126 
3.362 2.157 3.929 
3.376 2.657 1.364 
3.808 2.747 3.576 
2.717 3.084 3.273 
1.242 1.706 1.544 
3.861 2.052 1.146 
2.629 2.574 1.943 
3.307 2.578 2.880 
3.184 1.582 1.090 
3.861 3.390 1.531 
1.557 3.577 2.213 
2.880 3.142 2.999 
1.670 2.748 1.370 
1.164 1.062 3.775 
1.089 1.951 2.649 
1.567 2.711 1.251 
3.446 3.207 1.942 
1.008 2.287 1.661 
3.714 1.793 1.531 
1.101 1.525 3.943 
3.046 2.185 3.950 
3.482 2.190 2.496 
1.281 3.688 2.540 
1.043 3.476 1.918 
1.117 2.687 2.543 
1.847 2.834 1.494 
1.749 2.283 1.096 
2.428 2.430 2.261 
2.293 1.884 3.993 
1.496 1.109 1.260 
2.699 1.283 3.580 
1.878 2.935 3.416 
2.977 2.434 1.521 
2.154 3.130 3.906 
1.319 3.106 3.648 
1.769 3.049 2.379 
3.908 3.941 1.582 
3.635 3.747 2.260 
2.754 1.701 3.400 
3.524 1.369 2.011 
1.157 3.086 3.914 
2.711 3.925 1.384 
3.522 1.420 1.671 
3.910 2.273 1.717 
2.803 3.754 2.329 
2.829 2.619 2.929 
3.035 2.893 3.411 
2.823 3.715 2.292 
2.410 2.013 3.799 
1.098 1.810 2.513 
2.264 3.620 2.046 
1.020 2.838 3.353 
1.414 1.486 3.165 
3.852 1.439 1.371 
3.404 3.359 1.403 
3.153 1.878 3.776 
1.875 2.438 2.677 
2.900 2.473 2.730 
3.995 1.663 3.077 
3.354 2.158 2.563 
3.391 3.835 1.542 
3.642 3.587 2.765 
3.047 1.259 2.925 
3.778 1.253 1.623 
1.440 3.332 3.838 
1.355 3.406 2.670 
3.301 2.126 2.996 
1.074 1.148 2.150 
2.247 3.021 2.729 
3.868 1.250 3.685 
1.609 3.741 2.441 
3.762 1.941 1.760 
3.387 1.081 2.840 
3.950 1.697 2.018 
3.457 3.046 2.157 
3.671 3.489 2.092 
2.854 3.543 3.476 
1.008 3.498 1.519 
3.312 2.587 1.618 
3.141 2.411 1.493 
2.672 3.484 3.707 
3.258 1.461 2.578 
2.227 2.512 2.839 
3.409 3.219 2.812 
3.240 3.236 2.584 
3.529 1.750 2.219 
2.190 3.602 3.464 
1.602 3.750 1.888 
3.130 3.132 2.096 
2.581 3.772 1.757 
3.321 3.886 2.173 
3.562 1.946 2.149 
2.557 2.475 2.192 
2.286 1.351 1.752 
1.838 2.301 1.686 
1.740 2.727 3.374 
1.094 2.122 2.636 
1.467 1.081 2.371 
2.875 2.683 3.951 
1.468 1.662 3.655 
2.623 2.614 1.859 
2.685 2.796 1.913 
1.620 1.700 3.539 
1.631 2.215 1.181 
3.665 3.330 2.623 
1.030 2.947 3.446 
2.074 3.105 2.430 
1.941 1.956 3.219 
1.113 2.749 1.548 
2.639 1.893 2.908 
1.618 1.621 1.369 
1.834 1.970 1.811 
1.656 1.328 3.651 
1.264 1.280 1.105 
2.314 1.286 3.831 
3.305 2.661 1.921 
2.923 3.149 3.288 
1.742 2.420 3.184 
3.907 2.926 2.485 
1.181 2.886 1.308 
1.046 3.557 2.714 
1.832 1.361 2.534 
3.185 1.741 3.665 
3.091 3.844 2.302 
1.557 3.207 2.690 
1.069 3.655 2.548 
3.242 2.571 1.359 
1.676 3.679 3.187 
3.485 3.255 1.720 
1.685 3.928 2.556 
2.974 1.348 3.616 
3.552 3.700 1.519 
1.634 2.119 2.239 
3.052 2.407 1.772 
1.188 2.300 3.990 
2.171 3.325 1.292 
3.725 3.582 2.610 
3.004 2.476 3.744 
3.202 1.172 1.994 
1.136 2.934 3.333 
3.668 1.698 1.642 
2.859 3.121 2.351 
3.565 2.796 1.061 
1.465 2.259 2.846 
3.332 1.469 2.724 
1.170 1.918 1.965 
3.111 3.498 2.009 
3.620 3.951 3.091 
3.160 1.962 1.395 
1.942 1.045 3.879 
1.503 1.056 3.982 
2.934 3.555 2.459 
2.941 1.663 1.823 
2.682 3.183 2.067 
3.272 2.110 2.717 
1.799 3.006 1.286 
1.450 1.548 3.640 
2.562 2.122 2.772 
3.062 2.377 2.954 
3.955 1.214 2.369 
3.177 3.014 1.503 
3.896 2.052 2.589 
3.523 3.885 1.518 
3.854 3.351 3.218 
1.818 1.271 3.630 
1.015 1.681 3.996 
2.795 1.598 1.344 
2.963 2.890 1.783 
3.766 1.311 1.916 
1.045 2.460 3.941 
3.668 3.895 1.775 
2.272 1.508 3.009 
2.947 2.420 3.948 
1.773 1.087 2.627 
1.029 3.606 3.629 
2.600 2.200 3.337 
1.702 1.100 3.721 
3.387 1.052 2.558 
2.879 2.861 2.163 
1.269 2.372 1.262 
3.256 2.626 2.683 
1.481 2.604 3.413 
2.867 1.633 1.967 
2.792 1.538 2.289 
2.012 3.513 3.450 
2.662 3.679 1.635 
1.690 3.490 3.353 
2.925 2.691 3.300 
2.633 2.423 1.744 
3.569 3.202 3.936 
3.035 1.666 1.870 
1.970 3.151 3.363 
3.931 3.915 2.300 
3.263 2.572 2.751 
6.049 5.879 3.361 
5.993 5.453 4.971 
7.725 5.195 4.975 
6.486 5.035 3.317 
5.408 6.626 4.698 
5.623 6.228 4.286 
5.403 7.741 4.329 
5.267 5.975 4.495 
7.483 7.489 3.872 
7.255 5.488 5.668 
6.958 5.167 3.066 
7.218 5.119 5.119 
5.976 5.679 4.464 
6.488 7.785 4.419 
5.578 6.239 3.130 
6.841 6.811 5.772 
5.607 6.714 5.606 
6.596 6.911 5.786 
6.598 5.492 3.316 
6.707 6.840 5.666 
7.645 5.445 4.743 
7.851 6.006 3.747 
5.739 6.299 4.893 
5.562 7.301 5.716 
7.915 5.774 4.285 
5.708 5.899 5.800 
6.926 6.876 4.918 
7.018 5.079 3.760 
5.034 5.857 5.932 
6.124 6.177 4.072 
5.418 7.748 3.943 
6.879 5.755 5.560 
7.124 7.160 5.739 
6.737 6.168 3.149 
7.000 7.412 4.287 
5.409 7.434 5.252 
6.718 7.813 3.930 
6.564 7.868 4.348 
5.157 6.528 3.572 
6.814 7.817 3.585 
6.255 7.051 5.047 
5.483 5.004 4.880 
6.559 5.982 3.545 
6.504 5.460 3.334 
7.081 7.050 3.408 
7.180 5.546 4.415 
7.059 7.018 4.988 
5.746 5.916 3.405 
6.832 5.074 3.417 
5.241 5.768 4.691 
7.003 5.377 4.020 
6.639 6.710 5.101 
6.390 7.984 4.564 
7.522 5.996 3.359 
7.327 6.459 4.847 
7.931 6.105 3.180 
6.608 7.573 4.819 
5.893 7.058 4.630 
6.521 6.186 3.881 
5.709 6.675 3.595 
7.985 6.105 3.385 
6.955 5.143 4.812 
5.481 5.333 4.560 
5.609 5.577 5.201 
5.453 5.003 3.413 
7.374 6.751 3.269 
6.968 7.622 3.650 
5.780 5.073 3.888 
6.394 6.191 3.996 
7.266 6.996 4.041 
5.479 7.483 4.419 
5.524 6.926 5.357 
7.760 6.308 5.797 
5.791 6.725 5.788 
7.517 6.487 5.611 
7.027 6.417 3.915 
6.986 5.035 4.770 
7.888 7.350 5.173 
5.468 6.161 3.976 
7.747 5.562 3.016 
6.354 7.301 3.886 
7.595 5.696 5.408 
5.366 7.423 3.583 
7.223 6.267 4.197 
6.618 6.312 4.307 
5.299 5.932 3.441 
6.871 7.611 3.832 
6.719 5.105 5.260 
7.595 7.599 5.324 
5.507 6.081 5.931 
6.043 5.246 3.247 
6.779 6.371 4.903 
6.061 6.399 5.570 
7.160 5.156 4.502 
5.611 6.137 3.877 
5.660 7.351 4.218 
5.767 5.495 4.081 
7.490 6.284 5.693 
7.992 5.575 5.458 
7.178 7.663 5.546 
7.348 7.947 4.935 
5.332 6.775 5.885 
6.509 5.922 5.795 
5.969 7.049 4.065 
7.827 7.264 4.785 
6.978 6.353 4.518 
6.763 5.847 5.142 
6.859 6.166 4.122 
5.088 7.947 5.075 
5.732 7.537 4.002 
6.658 6.415 4.681 
6.238 6.737 4.196 
6.413 5.997 5.452 
5.433 5.654 3.159 
5.576 7.508 5.752 
5.550 5.294 5.078 
5.121 7.257 4.266 
7.811 7.500 4.067 
7.444 5.756 4.333 
7.876 7.452 3.570 
5.083 6.036 3.935 
7.019 5.732 5.949 
7.829 5.527 3.643 
5.043 6.622 3.560 
6.939 5.593 3.321 
7.765 5.297 3.720 
6.356 5.112 5.768 
7.627 6.497 4.707 
7.719 5.176 5.057 
6.403 6.647 4.328 
5.174 6.314 4.066 
7.799 6.245 4.644 
6.486 6.458 4.522 
7.618 6.730 5.560 
7.788 5.898 4.161 
6.653 5.052 4.465 
6.812 6.639 4.616 
6.821 6.055 5.560 
5.435 5.193 4.058 
6.823 6.764 3.462 
7.342 7.607 4.293 
5.920 5.057 5.257 
7.730 6.870 4.981 
7.042 5.026 3.563 
5.372 7.075 3.670 
7.533 7.922 3.311 
6.782 5.934 4.735 
6.684 7.736 5.355 
7.645 6.646 5.063 
7.840 5.637 3.071 
6.541 5.828 3.942 
5.569 7.705 4.086 
7.861 7.214 4.209 
6.724 7.929 3.098 
7.323 6.390 3.826 
7.560 5.604 5.292 
7.382 6.887 4.704 
5.670 6.328 5.814 
7.778 5.552 5.393 
6.998 5.738 3.019 
5.787 6.285 4.100 
7.046 6.738 3.567 
7.416 6.388 3.988 
6.845 5.019 3.447 
6.798 6.224 4.826 
6.057 7.520 5.192 
7.789 6.537 4.739 
5.723 7.242 4.073 
5.058 7.572 5.566 
5.197 7.409 3.396 
7.712 5.074 5.733 
7.977 5.598 3.921 
6.851 6.417 5.786 
7.207 6.299 5.587 
6.344 7.288 4.725 
5.305 5.322 4.168 
5.652 7.096 3.672 
6.438 7.649 4.056 
7.975 7.728 4.995 
7.425 6.912 5.256 
6.766 7.400 4.669 
7.050 5.246 5.196 
5.454 7.069 4.489 
6.516 6.124 4.709 
7.065 6.996 4.696 
5.619 5.968 5.266 
6.334 7.175 4.412 
6.869 6.418 5.616 
7.801 6.470 3.794 
7.348 6.736 3.222 
7.864 6.898 5.242 
5.624 5.629 5.324 
7.409 7.305 5.888 
5.550 6.132 4.366 
6.229 7.743 3.473 
5.246 5.927 3.880 
6.571 6.801 5.732 
7.557 6.318 3.602 
7.201 6.525 4.783 
5.640 6.372 4.632 
5.798 5.531 3.572 
5.106 7.341 5.738 
7.550 5.226 5.062 
5.340 5.952 3.877 
6.555 7.791 5.225 
6.933 7.749 3.475 
5.965 7.182 3.396 
5.601 6.036 5.422 
5.392 5.357 3.664 
7.245 7.015 4.248 
7.014 5.008 5.123 
5.526 7.112 5.339 
6.145 6.733 3.665 
5.284 5.328 5.453 
7.693 5.750 4.938 
5.337 6.606 5.858 
7.971 7.207 4.578 
7.095 5.698 5.204 
7.734 5.479 3.445 
5.637 5.802 4.407 
5.416 6.664 4.730 
6.338 7.039 3.461 
6.709 6.987 5.122 
6.364 7.477 5.900 
6.269 5.248 5.246 
5.762 7.543 5.312 
7.795 6.663 3.596 
6.947 5.366 3.497 
5.846 6.535 3.222 
5.722 5.466 5.326 
5.088 6.562 4.001 
5.573 7.636 4.009 
5.101 5.967 5.047 
6.394 5.589 3.123 
5.366 7.010 5.224 
5.423 5.832 4.242 
5.536 5.172 5.212 
7.053 5.015 3.899 
5.145 6.708 4.304 
7.010 6.743 3.846 
6.221 5.771 4.084 
6.229 6.235 3.264 
7.430 7.330 3.962 
5.159 5.670 5.881 
7.936 5.690 4.991 
7.884 7.952 5.192 
5.336 5.531 5.539 
7.261 5.105 5.294 
5.671 7.954 4.114 
7.161 5.891 4.115 
6.098 7.934 4.482 
7.793 6.309 5.344 
6.004 7.286 4.809 
6.620 6.484 4.939 
5.659 6.863 4.934 
5.896 5.124 5.659 
5.283 6.243 5.069 
7.431 6.567 3.373 
6.927 7.623 4.963 
6.897 7.323 4.839 
6.880 7.875 5.975 
7.145 6.754 3.903 
7.601 6.361 3.955 
6.275 5.331 5.841 
5.792 7.436 3.412 
5.910 7.323 4.367 
7.919 7.097 5.380 
6.830 7.270 5.097 
7.275 6.799 3.808 
7.533 7.119 3.890 
7.318 6.073 4.579 
7.797 7.047 3.039 
6.812 6.056 5.645 
7.697 7.761 4.649 
5.284 7.651 5.415 
6.449 6.482 5.694 
6.630 6.865 3.310 
5.921 5.086 3.727 
5.783 5.606 4.750 
7.047 6.717 4.082 
5.215 6.450 4.708 
7.338 7.302 5.929 
7.290 5.363 3.116 
5.902 6.178 3.136 
5.901 6.717 3.712 
7.656 6.965 4.016 
6.403 6.884 4.646 
6.053 5.617 5.157 
5.685 5.109 4.249 
5.035 7.477 5.584 
5.619 7.229 5.694 
5.198 6.638 3.721 
5.467 5.904 4.107 
7.501 5.897 3.624 
6.253 7.567 3.448 
5.967 7.816 3.519 
6.105 6.455 5.971 
6.613 7.306 5.071 
5.727 5.453 5.150 
6.022 7.298 5.258 
7.615 5.390 3.687 
7.269 7.422 3.690 
7.957 6.515 5.385 
7.483 5.809 3.819 
5.063 6.019 4.543 
5.309 5.993 3.652 
6.198 5.204 3.212 
6.216 5.601 3.380 
5.153 6.890 3.302 
6.406 7.654 4.611 
7.874 5.648 5.052 
6.201 5.562 5.199 
5.425 6.948 3.256 
6.077 7.361 4.050 
7.249 7.390 4.228 
5.665 7.547 5.936 
7.108 6.762 5.713 
5.680 7.208 4.413 
7.458 7.955 4.005 
5.122 6.779 5.434 
6.686 6.398 3.803 
5.424 7.728 5.600 
6.553 7.198 5.006 
6.290 5.314 3.787 
7.225 7.831 3.883 
7.308 7.558 3.600 
7.352 5.588 3.189 
7.086 7.697 4.520 
7.191 5.243 3.965 
5.508 5.729 5.637 
7.797 5.332 4.924 
5.913 5.475 5.219 
6.698 6.615 5.480 
5.327 5.121 4.182 
5.761 5.980 3.385 
6.782 5.188 4.482 
7.822 5.665 4.288 
6.615 6.723 5.361 
7.745 7.221 3.083 
5.510 6.620 3.210 
5.814 6.016 5.996 
7.121 6.459 5.181 
5.781 7.862 4.939 
5.082 7.889 5.875 
7.763 7.328 5.604 
6.374 7.253 3.284 
7.969 6.350 5.066 
5.644 7.106 4.589 
5.029 5.440 5.478 
7.696 6.137 3.621 
7.856 5.083 4.671 
5.428 6.713 4.765 
6.633 6.003 3.659 
5.947 5.878 4.531 
5.751 6.506 4.270 
7.810 6.531 4.914 
6.005 5.978 5.560 
7.438 7.816 4.749 
7.139 5.725 3.995 
6.018 6.042 5.129 
6.681 5.643 5.377 
6.887 5.925 4.832 
7.668 7.798 3.075 
6.877 6.138 3.367 
7.760 7.258 4.361 
5.742 7.687 3.319 
6.738 5.941 4.200 
6.240 7.505 5.042 
5.476 5.569 5.397 
7.775 7.321 5.041 
6.586 6.274 3.321 
5.261 6.155 4.468 
5.371 5.888 5.094 
5.514 7.590 5.748 
5.075 7.856 5.485 
6.718 6.617 3.537 
7.342 7.399 5.502 
7.489 7.614 3.991 
5.669 5.321 4.484 
7.815 7.369 3.625 
7.124 7.754 4.959 
6.874 7.685 5.963 
6.340 5.113 4.587 
7.168 7.852 3.852 
5.135 5.671 3.369 
5.418 5.676 4.233 
7.371 6.399 4.833 
5.542 5.783 3.068 
5.104 6.982 3.257 
7.170 5.973 4.060 
7.571 7.079 5.176 
6.925 7.186 4.885 
6.245 7.492 5.445 
5.382 5.117 4.442 
5.915 5.290 4.335 
5.104 7.384 4.195 
5.456 6.276 3.495 
5.980 5.631 4.213 
7.759 5.839 5.758 
6.671 6.714 5.300 
6.662 5.739 5.088 
7.430 5.228 3.372 
5.420 6.276 4.155 
5.944 7.550 5.667 
7.669 7.621 3.161 
5.028 5.619 5.105 
7.807 5.665 5.482 
6.123 5.301 5.294 
7.481 5.157 4.394 
5.206 5.179 3.539 
7.009 7.688 3.879 
5.938 5.027 4.178 
6.016 6.877 3.386 
5.518 6.518 3.560 
6.176 6.739 5.374 
7.766 6.541 4.847 
6.589 7.724 4.489 
5.013 7.892 5.269 
5.161 6.739 5.828 
5.218 6.151 4.974 
7.985 7.371 4.641 
6.372 5.134 3.519 
5.749 6.438 5.379 
6.060 5.848 4.362 
5.723 6.096 5.068 
6.368 7.266 4.500 
6.455 7.265 3.781 
5.038 5.472 5.131 
6.510 7.886 5.558 
7.451 5.797 4.203 
5.794 5.429 5.258 
6.178 5.824 4.483 
7.102 7.507 4.769 
5.901 6.252 3.637 
7.127 5.277 4.050 
6.767 6.077 5.832 
6.458 7.276 5.865 
7.548 5.890 3.906 
7.759 7.037 3.159 
7.918 7.959 4.535 
6.500 6.217 3.574 
6.537 7.378 3.327 
7.183 6.491 4.301 
5.647 6.658 3.599 
6.053 6.765 4.489 
7.787 6.622 3.602 
6.173 7.491 5.899 
7.259 5.889 4.053 
6.656 7.476 4.210 
5.871 6.178 4.918 
6.504 6.941 3.516 
5.295 5.392 3.453 
7.120 5.533 4.568 
6.888 7.790 3.384 
7.243 5.634 4.882 
5.757 6.998 5.808 
5.662 6.223 5.307 
5.519 6.988 5.421 
7.172 7.714 3.795 
6.501 5.809 3.817 
5.244 5.726 5.733 
7.110 7.184 5.600 
7.050 5.589 4.705 
6.265 7.453 5.508 
5.858 5.866 5.373 
6.122 5.849 3.029 
7.578 7.026 3.027 
7.202 6.424 5.897 
5.963 6.049 4.840 
5.425 7.413 5.917 
7.598 5.070 3.255 
5.098 7.488 3.062 
5.041 6.912 5.387 
7.463 6.371 4.053 
5.899 5.966 5.899 
5.011 7.809 4.417 
6.258 7.486 5.691 
7.915 7.404 3.218 
7.390 7.886 5.147 
5.524 6.719 4.517 
7.876 5.439 3.722 
6.310 6.578 5.872 
5.398 5.896 5.973 
6.880 6.434 3.024 
7.382 6.520 3.615 
7.127 6.112 5.334 
5.556 5.240 4.346 
7.273 7.821 5.289 
5.235 7.427 3.292 
7.364 7.747 5.862 
6.251 5.512 3.441 
5.465 6.455 4.691 
6.130 6.798 4.546 
6.097 6.803 3.559 
6.233 7.805 4.906 
5.462 5.396 5.375 
7.891 6.407 5.057 
6.822 6.615 4.852 
6.154 7.948 4.357 
7.586 6.294 5.918 
-2.491 -2.892 -2.465 
-1.497 -1.053 -2.791 
-2.382 -1.519 -1.112 
2.904 -1.912 -3.070 
3.552 -5.001 -2.702 
3.430 -1.096 -2.088 
-0.285 -1.979 -1.999 
3.772 -3.780 -3.538 
4.065 -2.382 -2.301 
-3.701 -2.291 -2.165 
3.031 -1.275 -2.403 
4.675 -2.691 -2.339 
-2.942 -2.118 -4.031 
-0.947 -1.520 -4.047 
4.320 -2.598 -3.412 
-2.208 -2.054 -1.661 
4.011 -1.571 -4.330 
3.538 -1.579 -1.766 
4.128 -0.269 -2.920 
-2.369 -1.810 -1.018 
-1.388 -1.571 -1.274 
3.856 -1.160 -4.591 
2.682 -1.937 -3.165 
4.115 -1.582 -2.500 
3.372 -0.501 -2.849 
-0.137 -2.134 -1.943 
-2.584 -1.776 -3.274 
3.155 -2.086 -2.734 
6.621 -0.592 -2.790 
3.501 -3.317 -3.012 
5.951 -4.273 -2.588 
3.026 -2.887 -2.071 
2.651 -2.324 -1.616 
1.597 -2.224 -2.176 
-1.542 -0.971 -2.519 
4.420 -1.229 -1.271 
-1.963 -3.568 -1.359 
-4.496 -2.761 -1.714 
-3.438 -1.894 -0.943 
-1.909 -1.247 -0.718 
2.878 -2.530 -3.616 
-2.167 -1.377 -4.647 
3.850 -2.301 -3.072 
4.332 -1.552 -3.693 
-1.446 -1.802 -3.092 
3.720 -2.310 -4.931 
4.032 -3.452 -2.277 
-3.161 0.719 -2.708 
3.709 -2.450 -4.232 
3.403 -1.128 -2.944 
-3.300 -1.312 -3.095 
0.076 -0.327 -1.662 
-3.025 -1.876 -2.616 
-2.555 -2.244 -2.793 
3.980 -2.311 -4.842 
-0.700 -2.314 -2.398 
-3.165 -1.935 -1.889 
4.211 -1.834 -3.133 
-2.299 -2.064 -2.723 
5.369 -2.091 -4.055 
-1.181 -3.481 -2.546 
6.325 -1.831 -3.885 
5.258 -3.176 -1.154 
-2.820 -2.349 -2.757 
