2800 3
2.525 3.138 2.487 
3.977 2.723 1.469 
2.889 3.002 3.770 
1.554 3.384 3.306 
3.044 2.413 3.514 
1.097 3.957 2.035 
3.796 3.823 2.985 
1.277 1.627 3.327 
2.031 1.888 3.851 
2.669 2.783 2.861 
1.822 3.710 3.906 
2.531 2.617 1.641 
1.265 2.774 1.386 
1.227 2.039 1.777 
1.152 1.048 1.905 
1.401 1.913 1.469 
2.168 2.811 2.761 
3.182 3.030 2.877 
2.403 2.903 1.173 
2.421 2.673 2.500 
1.236 3.445 3.766 
1.882 3.529 1.346 
1.804 1.901 2.776 
2.307 1.685 3.043 
1.805 3.544 1.423 
2.787 2.887 1.555 
3.647 3.711 2.450 
2.873 2.769 1.561 
3.834 3.483 2.482 
2.397 1.462 1.472 
1.271 1.960 2.999 
1.682 1.024 3.199 
3.337 3.613 1.834 
1.362 3.734 1.077 
2.775 1.840 3.841 
3.929 1.454 2.708 
3.168 3.598 2.315 
2.393 3.763 3.883 
2.960 1.996 3.761 
1.745 3.392 3.462 
1.685 2.564 2.549 
2.311 1.555 1.721 
2.153 2.305 1.523 
2.798 3.929 3.465 
1.856 2.208 3.636 
2.098 3.092 2.575 
2.296 2.648 3.448 
2.069 2.106 3.767 
2.597 3.309 1.296 
2.027 2.625 2.448 
1.950 2.494 2.093 
1.685 2.788 3.511 
2.636 2.149 3.039 
2.111 3.036 2.913 
1.638 1.199 2.268 
2.784 2.602 2.773 
1.422 2.607 3.930 
2.253 1.849 1.372 
2.606 3.718 2.453 
2.935 1.882 3.290 
3.648 2.887 1.941 
1.655 3.550 1.954 
3.838 2.147 2.166 
3.252 1.119 2.835 
2.252 3.308 2.764 
1.906 2.683 1.871 
2.710 1.954 3.325 
3.910 2.630 1.782 
2.353 1.633 1.282 
1.086 2.349 2.430 
1.012 2.242 1.128 
1.709 1.387 2.137 
1.654 2.357 1.545 
3.364 3.098 2.834 
2.400 1.353 1.861 
3.630 2.251 3.230 
3.792 3.227 2.943 
1.251 1.809 3.353 
2.560 3.397 1.861 
3.033 1.004 2.148 
2.643 2.717 3.440 
1.874 3.990 3.643 
3.613 3.902 3.362 
3.832 2.064 1.993 
1.562 3.030 1.931 
1.588 3.092 2.384 
2.801 1.107 1.198 
2.064 3.888 1.336 
1.763 2.292 1.311 
3.096 2.591 2.854 
3.927 2.858 2.089 
2.932 3.125 1.033 
1.449 2.846 1.177 
1.753 1.918 2.591 
3.744 2.685 2.808 
3.605 3.529 2.264 
3.479 1.893 1.862 
1.732 2.912 3.022 
3.891 2.103 1.680 
3.280 3.856 1.090 
1.412 1.692 2.775 
2.803 2.080 3.634 
1.115 2.008 2.200 
2.253 3.313 1.707 
1.730 2.960 3.467 
3.188 1.332 1.021 
3.872 2.500 2.640 
2.551 3.854 3.941 
3.031 3.175 3.580 
1.434 1.221 2.664 
2.368 2.307 1.552 
1.873 3.585 2.841 
3.425 3.402 3.915 
2.525 3.473 1.908 
1.500 2.519 3.296 
1.949 1.157 1.192 
3.360 3.966 1.468 
3.497 2.497 3.724 
2.594 2.124 1.392 
1.366 2.374 2.550 
1.959 2.365 3.942 
1.008 3.181 1.162 
1.117 2.298 1.244 
1.709 3.158 3.383 
2.557 2.931 3.881 
3.006 1.763 3.183 
1.720 1.353 1.664 
3.439 1.890 1.669 
2.356 2.578 1.469 
1.314 3.264 2.847 
3.420 3.157 3.763 
2.676 3.324 2.156 
1.274 3.802 2.380 
2.483 2.341 3.011 
3.342 2.235 1.495 
2.145 3.085 3.250 
3.124 3.009 3.455 
1.707 1.793 3.425 
2.595 3.768 2.439 
1.415 3.065 2.521 
3.385 3.508 2.959 
2.594 1.419 1.452 
3.979 1.332 3.875 
1.842 1.924 3.856 
1.046 3.410 1.291 
1.422 2.886 3.350 
2.707 1.903 3.599 
3.665 1.289 3.860 
1.675 3.229 2.456 
1.572 2.373 1.665 
2.013 1.291 3.632 
1.287 1.566 3.237 
1.596 3.622 2.797 
2.457 3.168 2.491 
1.186 2.088 3.530 
1.588 1.236 2.998 
1.232 2.986 3.297 
3.050 1.630 2.289 
1.660 1.652 3.985 
2.482 1.976 3.365 
1.703 3.589 3.995 
2.647 1.134 3.520 
3.663 2.038 2.774 
2.856 1.147 2.558 
1.116 3.870 2.259 
3.959 3.783 3.022 
1.438 2.041 1.637 
2.561 1.753 2.604 
3.366 2.707 2.808 
2.124 1.126 3.183 
3.883 3.431 2.495 
2.754 3.054 1.966 
1.036 2.862 2.842 
3.466 3.101 3.781 
3.998 2.025 2.936 
1.535 1.407 2.782 
1.406 2.393 3.108 
2.213 2.338 1.221 
2.319 2.678 1.711 
1.021 3.276 3.892 
3.117 2.620 2.225 
3.437 1.163 3.945 
2.862 1.710 1.949 
3.379 3.894 3.699 
1.014 2.070 3.851 
3.265 3.241 1.563 
2.004 1.395 2.273 
3.428 3.507 2.353 
1.494 1.621 2.774 
3.425 1.751 2.436 
2.420 2.237 1.400 
3.352 1.402 2.002 
3.267 3.709 3.143 
2.518 1.555 3.398 
3.628 3.683 3.037 
2.852 2.128 2.535 
3.344 2.355 3.639 
1.797 1.186 3.145 
1.497 3.673 1.931 
2.118 3.882 3.659 
3.084 1.879 2.834 
2.682 1.035 1.891 
1.084 2.060 3.330 
3.595 1.717 2.787 
3.342 3.169 3.480 
1.850 1.257 1.919 
1.201 1.980 3.303 
1.643 2.701 2.318 
1.560 1.802 3.687 
1.066 3.119 1.711 
2.932 1.566 1.194 
2.819 1.975 2.873 
2.720 1.751 3.671 
3.810 3.115 2.193 
1.651 1.483 1.700 
2.691 3.832 1.116 
2.896 1.365 1.164 
3.954 2.083 2.819 
3.282 3.259 1.720 
3.662 3.586 2.504 
3.074 1.250 1.080 
3.784 1.286 1.167 
2.404 2.386 3.304 
1.596 1.996 3.756 
1.052 3.037 1.852 
3.884 3.171 2.996 
1.117 1.792 1.817 
2.619 2.665 2.470 
1.717 3.462 2.103 
3.424 2.309 1.726 
1.495 2.821 2.613 
2.739 2.006 3.056 
1.379 2.078 3.972 
1.410 2.156 2.814 
1.086 2.434 2.257 
2.525 2.778 2.688 
2.335 3.878 3.711 
2.042 2.003 1.116 
3.003 2.885 2.831 
2.380 3.331 2.749 
2.471 2.949 1.368 
2.217 1.656 3.801 
2.844 3.226 2.323 
1.078 1.272 2.392 
3.768 2.007 3.185 
1.542 3.027 1.184 
2.996 2.015 3.480 
1.242 2.956 2.051 
3.249 1.677 2.199 
1.061 2.635 2.307 
3.434 3.406 3.039 
2.063 1.231 1.942 
2.853 2.041 3.285 
1.705 2.013 3.187 
3.607 3.370 1.013 
3.164 2.862 2.464 
1.329 3.592 1.355 
1.048 1.413 1.830 
1.535 3.518 1.007 
1.825 1.286 1.972 
1.347 1.307 2.971 
3.811 1.189 1.660 
2.000 3.428 3.854 
2.672 1.836 1.723 
3.516 3.464 1.830 
3.918 2.984 3.607 
3.793 1.448 2.573 
3.729 1.592 3.538 
2.163 2.062 2.337 
2.339 3.279 1.048 
3.178 2.172 2.176 
3.759 3.285 2.262 
2.544 3.578 3.483 
3.048 3.607 3.347 
2.885 3.193 2.214 
2.225 3.943 3.826 
3.020 2.837 3.337 
3.537 3.585 3.200 
3.178 1.261 2.565 
2.487 2.866 3.745 
1.052 2.230 3.071 
3.688 3.989 1.217 
2.299 3.674 2.502 
1.667 2.174 1.933 
1.619 2.705 2.706 
3.836 2.888 1.608 
3.806 2.905 3.798 
2.159 1.993 2.167 
3.492 3.000 1.568 
3.127 2.381 1.331 
2.951 3.462 3.488 
1.800 3.862 2.293 
1.767 3.272 3.427 
2.970 3.834 2.943 
2.091 1.603 1.567 
3.550 1.101 3.006 
2.491 2.408 3.299 
1.919 2.754 3.785 
2.323 1.826 1.139 
2.266 1.834 2.412 
1.594 1.471 2.257 
1.400 1.313 1.653 
1.624 3.792 3.681 
1.192 2.531 3.852 
1.318 1.883 3.541 
3.108 2.363 1.176 
1.914 2.773 2.032 
1.600 3.537 1.551 
2.670 3.593 1.045 
1.149 1.999 1.246 
3.869 1.984 2.916 
2.046 1.393 2.533 
1.434 1.645 3.889 
1.571 3.894 1.034 
1.262 1.711 1.357 
3.949 2.766 1.747 
2.781 1.405 1.471 
3.772 2.561 1.272 
2.360 3.258 1.876 
3.995 2.664 2.983 
2.293 2.587 2.912 
3.332 3.819 2.465 
2.471 1.435 3.596 
2.197 1.684 1.042 
1.142 2.926 2.653 
3.114 3.562 3.378 
2.300 3.911 1.592 
1.320 2.897 1.193 
3.999 2.465 2.800 
2.653 2.523 2.225 
1.319 1.482 2.507 
2.374 2.482 1.767 
2.193 2.231 1.592 
1.467 1.644 2.838 
3.477 2.528 1.056 
1.946 2.075 3.041 
1.159 1.158 1.303 
3.893 3.500 3.023 
1.913 3.314 1.553 
3.955 2.183 2.104 
2.895 3.309 2.088 
3.817 3.340 1.018 
2.770 1.582 1.240 
3.777 1.914 2.991 
2.601 1.392 3.818 
2.977 2.080 3.559 
1.194 3.368 3.858 
2.984 3.425 3.867 
2.032 2.157 1.686 
3.035 2.614 3.803 
3.450 3.755 2.558 
2.740 1.241 2.503 
1.792 1.633 3.133 
3.355 3.922 3.922 
1.371 3.805 3.442 
1.870 3.028 3.633 
2.567 3.863 1.973 
3.875 3.736 2.640 
3.160 2.166 2.654 
1.451 1.257 3.542 
3.443 2.135 2.873 
2.517 1.006 3.396 
3.207 1.591 3.958 
3.237 3.975 3.200 
2.976 3.633 2.219 
1.673 2.426 2.056 
2.364 2.674 1.138 
2.307 1.904 1.506 
3.042 1.197 1.979 
1.490 1.430 2.433 
1.593 2.158 3.108 
3.286 3.759 3.473 
1.101 2.079 1.264 
2.530 2.559 2.629 
2.278 3.472 2.886 
1.427 1.136 3.174 
1.331 1.560 1.433 
3.245 3.701 3.816 
3.121 3.252 2.862 
3.397 3.307 3.341 
3.447 2.594 1.389 
3.623 3.206 1.733 
2.834 3.323 3.369 
3.391 1.283 3.279 
3.620 1.118 1.986 
2.827 3.157 3.397 
3.151 3.018 2.176 
1.109 1.094 1.090 
2.229 1.442 2.999 
1.166 3.928 3.720 
2.352 2.365 1.215 
1.713 2.768 3.474 
2.218 2.294 3.513 
2.886 1.394 1.429 
5.723 5.860 5.301 
6.029 6.874 5.981 
6.055 7.583 5.423 
7.625 6.766 5.125 
6.668 5.736 4.505 
6.114 6.264 4.258 
6.470 6.013 3.241 
7.495 6.415 5.140 
6.714 7.684 3.602 
7.087 6.270 5.882 
5.682 5.995 3.447 
6.590 7.173 4.856 
7.052 5.806 5.901 
5.954 5.955 5.280 
5.185 6.003 5.488 
7.193 7.373 4.569 
6.119 6.602 3.195 
5.937 6.041 5.198 
7.389 5.786 5.109 
7.536 7.381 4.491 
7.066 5.121 5.384 
5.602 7.131 4.294 
6.310 6.852 5.864 
5.380 7.604 4.940 
5.601 7.794 3.935 
7.247 6.896 4.549 
5.818 6.722 3.797 
5.087 7.199 5.002 
7.940 5.149 4.662 
6.174 7.783 3.372 
5.915 7.536 3.289 
7.365 7.866 4.575 
5.677 7.726 5.393 
6.134 6.251 4.155 
5.556 5.348 4.121 
5.552 7.374 4.064 
7.286 7.736 4.820 
6.807 7.155 4.229 
7.443 5.793 5.107 
5.304 5.025 5.671 
6.802 7.184 3.830 
6.446 5.861 4.081 
6.271 6.840 4.219 
5.068 5.073 3.239 
5.853 7.976 3.615 
6.316 5.745 4.862 
6.787 6.486 5.582 
6.917 6.215 3.091 
7.830 5.539 5.836 
7.742 5.226 3.127 
7.783 5.364 4.972 
6.334 7.573 4.602 
6.447 6.443 3.577 
6.880 7.142 5.828 
5.751 5.390 5.648 
7.164 5.053 3.816 
5.059 6.030 5.995 
7.563 7.282 4.718 
6.054 5.558 5.340 
7.569 6.227 4.075 
6.642 7.526 4.666 
5.946 7.614 5.539 
5.264 6.654 4.323 
5.995 7.612 3.185 
6.476 6.601 3.304 
5.668 7.758 3.118 
6.884 7.349 3.421 
5.227 7.036 5.521 
6.762 6.736 3.160 
7.051 7.582 4.542 
6.562 7.390 3.362 
5.601 6.111 5.822 
6.516 6.946 4.436 
7.082 5.581 3.712 
7.517 7.994 3.019 
5.390 7.546 3.342 
5.453 5.812 4.468 
6.514 7.018 5.595 
5.797 6.645 3.695 
7.015 6.659 3.443 
5.461 7.895 4.098 
6.813 6.085 5.385 
5.078 5.519 4.306 
6.882 7.590 4.693 
5.137 7.784 3.998 
7.831 6.169 4.492 
5.656 5.142 5.021 
7.224 5.050 4.469 
6.132 6.306 3.331 
7.328 7.265 5.282 
7.245 6.865 3.482 
5.111 6.018 4.979 
7.818 5.556 3.183 
6.096 6.140 3.747 
7.150 6.125 3.370 
5.609 5.031 5.265 
5.292 6.211 3.432 
7.104 5.936 3.057 
7.780 6.147 3.577 
5.394 7.868 3.000 
7.194 5.172 5.872 
5.127 5.604 5.418 
6.575 6.728 4.583 
7.801 5.959 4.041 
5.610 6.799 5.295 
7.873 5.115 4.111 
5.405 5.105 4.906 
6.813 5.153 5.155 
5.604 6.737 5.759 
7.360 7.754 5.254 
7.429 7.994 3.769 
7.765 6.442 3.024 
6.405 6.889 4.636 
5.655 5.634 4.468 
6.439 7.326 3.115 
5.752 7.145 3.156 
6.948 6.962 5.626 
7.547 6.377 3.004 
6.013 5.070 4.356 
5.436 7.110 4.277 
6.485 6.153 5.620 
5.878 7.438 5.906 
6.649 6.132 3.070 
6.686 6.650 5.910 
5.813 7.082 4.091 
6.749 6.253 3.882 
7.427 6.714 5.042 
6.046 7.706 4.857 
7.899 5.156 5.008 
7.905 6.486 3.090 
6.989 5.408 4.793 
5.972 6.182 5.424 
6.161 6.881 5.103 
7.914 7.650 5.663 
5.277 5.168 3.400 
7.040 5.246 5.072 
6.254 7.654 5.842 
7.411 6.241 4.806 
7.733 5.669 5.772 
5.503 6.741 3.930 
5.764 7.499 5.882 
6.763 6.252 4.802 
5.196 6.159 4.123 
7.203 6.753 3.396 
7.826 5.573 4.370 
6.327 5.709 5.447 
6.546 7.543 5.687 
6.389 6.925 3.266 
5.500 7.119 3.626 
6.089 5.823 5.135 
5.583 5.071 5.804 
6.291 7.150 3.979 
5.486 5.658 5.905 
5.286 7.428 3.285 
6.646 7.825 5.407 
6.146 5.493 4.068 
6.749 5.667 5.900 
7.317 6.186 5.325 
5.893 7.405 4.283 
6.539 6.675 5.868 
5.508 7.106 5.829 
5.855 5.656 3.415 
7.638 6.440 5.876 
5.215 5.834 3.979 
6.568 7.696 5.481 
7.125 6.305 5.774 
5.021 5.863 5.960 
6.717 6.645 5.594 
5.078 7.518 3.002 
5.160 6.367 4.022 
7.006 5.883 5.710 
6.456 6.912 4.794 
7.236 5.630 4.734 
6.618 7.878 4.160 
5.948 6.632 5.581 
5.574 7.469 5.494 
5.582 7.837 3.204 
7.546 6.143 3.182 
6.785 5.774 4.914 
5.127 7.018 4.752 
6.104 5.015 3.015 
5.890 6.372 5.067 
7.396 7.679 3.676 
5.696 5.465 3.564 
7.306 6.679 5.941 
7.107 7.782 4.330 
6.334 6.607 5.721 
6.802 6.525 5.040 
7.629 6.985 3.859 
7.155 7.299 3.314 
6.743 7.624 5.334 
7.870 6.121 4.096 
5.507 5.147 5.185 
6.933 6.378 4.261 
6.855 5.654 4.762 
6.009 5.694 4.285 
5.975 7.262 4.240 
6.873 7.917 3.987 
6.691 5.819 4.646 
7.112 6.017 5.946 
7.064 5.872 4.325 
6.205 7.605 3.069 
7.876 7.178 5.882 
6.327 7.144 5.896 
6.947 5.927 4.232 
5.583 7.644 4.916 
6.672 5.536 5.694 
6.102 6.040 3.678 
6.511 7.024 3.222 
6.847 5.482 4.857 
5.669 7.298 4.543 
5.521 7.734 3.605 
7.888 6.733 3.738 
5.099 6.853 4.423 
7.492 5.357 3.340 
5.545 7.694 5.078 
5.550 5.550 4.789 
5.910 6.126 3.629 
6.191 6.615 5.062 
7.027 5.105 3.509 
7.990 7.531 3.650 
6.806 6.486 4.011 
7.256 5.517 5.972 
7.684 5.575 5.488 
5.613 5.366 4.077 
7.391 5.784 4.476 
6.285 7.917 4.621 
6.679 6.890 4.102 
6.572 6.053 4.500 
6.778 6.968 4.955 
7.481 5.619 3.321 
5.457 6.196 3.192 
6.227 6.555 5.007 
5.190 7.489 4.098 
5.764 5.433 4.988 
7.904 6.997 4.375 
7.554 5.934 5.877 
6.312 5.608 5.648 
6.663 5.093 3.634 
6.923 7.927 4.849 
5.949 5.724 3.089 
5.011 5.881 4.715 
6.377 6.999 5.803 
5.931 7.711 5.116 
7.170 7.679 4.109 
6.241 6.060 4.738 
7.697 7.492 3.318 
5.958 7.429 4.660 
6.380 7.560 3.935 
5.524 5.625 5.231 
7.479 5.282 5.983 
6.812 6.530 4.210 
7.435 5.837 5.541 
7.599 6.963 3.220 
6.518 7.741 4.188 
7.620 6.177 4.818 
5.969 7.432 4.936 
6.040 7.636 3.873 
6.064 5.427 5.129 
6.000 7.399 5.674 
7.535 6.652 3.097 
5.657 6.898 4.013 
7.703 5.366 3.170 
6.870 5.741 5.276 
6.394 7.813 4.510 
6.522 7.186 4.532 
5.610 5.405 5.319 
7.985 5.417 5.177 
5.870 6.957 4.126 
5.082 5.007 5.077 
7.670 7.955 5.314 
7.305 7.342 5.032 
5.933 7.522 3.798 
5.175 6.667 5.707 
5.245 6.670 4.307 
5.028 5.335 4.685 
5.624 5.496 4.749 
6.814 5.647 4.772 
5.166 6.114 4.877 
7.839 6.654 4.608 
7.397 7.578 4.282 
7.755 7.738 5.613 
5.443 5.612 3.692 
7.942 6.647 5.569 
5.985 6.062 3.053 
7.463 7.027 5.083 
6.182 5.687 5.880 
7.395 7.273 3.819 
5.581 5.136 4.840 
6.831 6.320 4.568 
5.380 5.406 5.119 
6.911 6.659 5.284 
5.326 6.223 5.926 
7.525 7.751 5.673 
5.093 5.814 5.057 
7.410 6.121 3.444 
6.595 7.138 3.281 
5.460 5.884 3.199 
5.344 7.538 5.116 
6.328 7.320 4.239 
7.344 7.849 3.211 
7.311 5.876 3.921 
6.642 5.438 5.341 
7.059 6.051 5.278 
5.255 6.198 5.572 
6.161 6.366 3.655 
6.902 7.454 4.788 
7.555 7.069 4.188 
7.921 6.996 5.036 
6.115 5.441 3.823 
7.955 5.132 4.095 
5.739 6.467 5.480 
5.619 5.125 5.122 
7.939 7.180 3.456 
7.431 6.266 3.894 
7.125 6.086 3.556 
6.160 5.992 4.979 
7.761 6.920 3.463 
6.295 6.545 5.933 
7.784 5.343 4.849 
7.310 6.886 3.252 
7.792 6.477 4.568 
7.857 5.769 5.775 
5.738 5.801 3.527 
7.269 7.616 3.959 
5.573 7.195 3.332 
7.706 5.573 4.124 
7.096 6.083 3.321 
6.820 5.871 5.458 
7.562 7.484 4.064 
6.422 6.394 4.289 
7.143 6.444 5.662 
6.650 6.611 5.803 
7.887 6.111 5.059 
5.743 7.050 4.198 
6.138 5.516 5.763 
5.307 5.490 5.551 
7.757 6.307 4.458 
6.252 5.172 5.024 
6.644 6.371 5.923 
5.831 5.459 5.116 
6.755 7.337 4.970 
7.941 6.010 5.360 
7.042 7.312 5.136 
6.655 6.316 5.898 
5.207 5.935 3.549 
7.716 6.283 3.948 
5.653 5.118 3.985 
7.649 5.595 3.382 
7.544 5.552 5.897 
6.801 7.859 5.655 
6.965 7.116 3.705 
6.974 7.565 3.559 
5.566 5.199 3.451 
7.895 6.681 4.006 
5.275 7.405 3.477 
5.752 7.274 5.447 
5.897 7.788 5.002 
5.374 5.152 4.840 
7.211 7.368 4.948 
7.807 6.923 4.008 
7.457 7.947 3.800 
7.927 7.136 5.560 
5.802 5.808 4.350 
7.529 6.617 5.734 
6.557 5.175 4.666 
6.985 5.223 4.952 
7.296 6.017 3.693 
5.529 6.143 3.016 
5.482 6.512 5.925 
7.195 7.055 5.708 
7.664 7.691 4.137 
6.128 5.763 4.554 
7.323 7.415 3.220 
6.545 6.555 5.890 
7.070 6.725 3.212 
6.607 6.567 4.392 
7.896 6.159 4.588 
5.322 7.414 5.354 
6.516 5.396 5.666 
7.457 6.694 3.534 
5.031 5.246 4.805 
6.880 7.418 3.679 
7.193 5.675 5.303 
7.578 6.083 5.359 
6.222 7.961 5.426 
5.323 5.928 4.306 
5.256 5.466 3.986 
5.087 5.525 4.484 
7.610 6.711 3.545 
7.143 5.382 3.728 
7.183 6.894 3.066 
6.128 7.442 4.064 
5.799 5.884 5.942 
6.311 6.125 3.289 
6.309 7.118 3.094 
7.456 6.156 5.310 
5.995 7.719 3.761 
6.297 5.213 5.546 
5.875 6.401 5.974 
7.324 6.624 3.184 
6.749 5.067 5.018 
7.427 5.584 5.365 
6.704 6.700 3.404 
6.444 5.383 4.591 
5.947 6.884 5.891 
6.581 5.632 4.661 
6.476 7.500 4.299 
7.266 5.307 4.195 
5.754 6.195 5.770 
7.192 5.566 4.221 
6.546 5.289 3.343 
6.727 5.923 3.212 
5.910 7.823 5.589 
6.202 6.644 3.046 
7.476 5.605 4.685 
6.359 6.211 4.315 
6.550 5.180 3.420 
5.367 5.492 3.422 
5.173 6.039 3.023 
5.699 7.922 4.572 
5.874 5.990 5.692 
5.828 6.062 3.630 
5.502 6.206 4.409 
7.521 6.070 4.387 
6.018 7.808 3.413 
6.355 7.605 4.918 
5.883 5.787 3.952 
6.202 5.640 5.514 
5.883 7.143 3.251 
6.320 6.384 4.595 
6.531 5.511 4.263 
5.945 7.948 4.898 
5.836 6.227 4.547 
5.011 5.971 3.774 
6.055 5.285 4.827 
6.528 7.970 3.111 
6.082 5.230 4.246 
7.058 5.079 3.528 
6.774 5.733 5.476 
5.170 7.248 4.228 
5.665 6.856 3.075 
7.939 5.339 4.621 
5.800 6.913 3.813 
6.573 6.814 4.448 
6.270 6.791 3.976 
6.001 7.426 5.007 
7.335 5.850 3.358 
5.762 6.604 5.684 
6.552 6.780 3.812 
7.946 7.824 4.646 
7.912 7.444 5.876 
6.385 7.193 5.852 
6.065 6.462 3.615 
5.478 7.722 5.736 
7.927 6.168 5.967 
5.703 5.944 5.565 
7.392 5.204 3.164 
5.537 7.273 3.452 
5.682 5.374 3.374 
7.144 5.556 4.983 
7.290 5.156 3.912 
5.987 6.295 4.162 
6.178 5.940 5.491 
6.770 6.950 3.407 
5.795 5.354 4.058 
5.587 7.357 5.515 
5.819 5.188 4.974 
7.922 5.773 5.475 
5.806 6.993 3.150 
6.431 5.917 5.085 
5.996 5.689 3.265 
7.116 7.847 5.966 
7.194 6.189 4.853 
6.409 5.647 4.797 
7.514 7.935 3.060 
5.587 5.829 4.743 
6.680 7.603 3.849 
7.451 6.866 4.683 
5.945 5.253 4.608 
7.388 5.620 5.979 
7.285 6.144 3.223 
6.549 6.501 4.652 
6.984 6.151 3.148 
5.113 7.444 4.701 
7.859 7.774 5.149 
7.674 6.468 3.433 
6.825 7.605 3.580 
7.197 5.862 4.307 
6.186 6.908 4.772 
7.039 7.676 4.921 
5.246 7.548 3.157 
7.549 5.283 3.391 
5.017 7.772 5.043 
6.084 5.875 4.969 
7.304 7.647 5.694 
7.445 7.569 3.823 
6.365 6.181 5.115 
7.764 5.442 4.007 
6.055 5.007 3.294 
-2.986 -3.084 -1.115 
-0.472 -2.656 0.260 
4.127 -2.225 -1.544 
-2.387 -4.040 -0.573 
-1.523 -1.990 -3.473 
-0.708 -2.525 -2.448 
4.141 -2.788 -3.423 
1.928 -1.891 -2.121 
-1.817 -0.539 -1.825 
3.741 -1.867 -5.412 
3.093 -2.450 -1.768 
3.860 -3.425 -3.131 
3.274 -2.608 -2.235 
2.323 -2.821 -4.506 
-2.786 -2.655 -1.520 
-2.424 -1.736 0.227 
4.049 -1.680 -4.275 
4.101 -1.294 -2.758 
-2.347 -1.378 -2.799 
-1.534 -3.305 -1.675 
2.723 -1.734 -3.200 
3.979 0.120 -2.909 
5.872 -1.262 -2.864 
-2.730 -2.973 -1.828 
4.646 -2.786 -3.154 
-1.781 -1.319 -0.820 
-2.015 -1.696 -2.461 
0.459 -1.197 -1.714 
3.394 -1.956 -2.771 
-3.155 -1.006 -3.340 
4.734 -2.698 -2.981 
4.574 -1.201 -5.627 
-1.494 -1.423 -2.069 
-1.699 -2.309 -2.391 
-2.384 -0.863 -0.027 
4.044 -2.760 -2.941 
4.678 -2.120 -3.495 
2.424 -2.940 -3.859 
3.907 -0.968 -3.427 
-1.731 -2.213 -0.901 
3.798 -3.195 -2.527 
-2.214 -2.231 -2.699 
3.245 -2.223 -2.411 
3.392 -0.589 -2.368 
-0.968 -2.243 -2.952 
4.710 -2.223 -1.957 
-2.409 -2.709 -3.021 
4.516 -3.771 -2.973 
3.328 -1.643 -1.491 
4.093 -2.937 -2.807 
-2.187 -2.418 -3.219 
2.309 -2.117 -3.180 
-1.322 -3.549 -1.704 
-1.314 -0.949 -0.458 
3.412 -0.112 -2.383 
3.750 -3.267 -1.797 
-1.587 -0.101 -4.086 
3.721 -1.059 -2.725 
3.161 -3.588 -3.362 
-2.789 -2.947 -3.943 
-3.730 -2.634 -2.383 
-3.035 -3.761 -2.262 
3.201 -2.450 -2.282 
-3.277 -2.349 0.306 
