1700 3
5.395 5.137 5.754 
6.435 6.121 5.677 
7.344 7.493 3.143 
5.511 7.425 3.486 
5.784 7.092 3.577 
6.518 6.172 5.081 
5.874 5.052 3.076 
7.489 7.234 4.291 
5.796 7.162 5.646 
6.356 6.302 4.122 
7.397 5.698 5.670 
6.612 7.349 5.144 
6.745 6.866 3.553 
5.378 6.001 4.759 
5.787 7.592 4.229 
5.860 6.912 5.308 
7.907 6.950 4.184 
5.762 7.166 5.360 
6.286 5.573 4.244 
7.947 5.226 5.576 
5.771 7.522 5.485 
5.398 6.982 5.829 
7.168 6.391 3.804 
6.240 7.300 4.201 
5.886 7.529 3.848 
6.054 6.580 4.704 
5.146 5.992 4.264 
6.037 6.199 4.007 
6.624 7.620 4.731 
7.566 5.409 3.839 
5.801 7.644 3.988 
5.845 5.235 4.675 
7.628 6.906 3.127 
5.264 7.122 3.494 
5.601 5.547 4.954 
7.560 7.110 5.876 
5.526 6.945 5.308 
7.034 7.835 5.169 
7.398 6.137 3.811 
5.567 6.332 5.677 
5.052 6.230 3.073 
5.377 6.649 4.738 
6.720 5.882 4.412 
7.655 5.760 3.347 
7.598 5.400 5.813 
5.234 5.410 3.136 
5.826 7.689 4.575 
6.423 5.606 3.967 
6.862 5.626 3.417 
7.763 7.011 4.730 
5.669 6.870 5.356 
6.799 5.739 5.559 
6.839 7.728 5.833 
5.078 6.491 3.711 
5.251 6.435 4.950 
6.109 6.701 4.624 
6.460 7.049 4.446 
7.982 5.565 3.328 
5.473 5.800 5.873 
5.176 5.677 5.468 
6.576 6.280 4.875 
5.285 7.668 3.062 
6.540 7.225 5.371 
7.016 7.562 4.582 
7.006 5.763 4.078 
5.509 6.180 4.862 
6.888 6.509 3.419 
6.959 6.090 4.896 
6.478 6.582 4.284 
7.982 5.881 4.690 
5.588 5.095 5.321 
7.297 7.025 4.826 
5.921 6.968 5.820 
6.891 5.876 3.185 
7.972 6.467 3.601 
5.525 7.947 3.570 
7.190 7.335 4.800 
6.557 5.433 3.544 
7.413 7.011 4.017 
5.673 5.547 4.475 
5.700 6.298 3.267 
5.055 5.705 5.066 
5.525 7.030 4.167 
6.519 7.208 5.970 
5.064 6.602 5.436 
7.307 6.142 5.400 
7.841 7.420 5.042 
6.006 7.455 5.748 
5.919 6.893 3.986 
7.313 7.807 5.200 
5.592 7.355 3.423 
5.743 6.552 3.881 
7.420 6.941 4.916 
7.911 5.285 4.563 
5.338 5.329 4.496 
6.225 5.772 4.423 
7.439 5.232 5.860 
5.383 7.236 4.154 
5.236 6.116 3.192 
6.419 5.619 3.224 
5.410 5.236 3.474 
7.063 5.689 5.823 
6.907 7.202 3.366 
6.219 7.811 4.711 
7.097 5.319 3.295 
7.282 5.581 5.672 
6.169 6.461 3.831 
6.769 6.348 3.668 
5.267 5.006 3.759 
6.047 5.946 5.610 
5.030 5.917 4.329 
6.607 7.699 4.478 
7.144 7.699 4.489 
6.718 7.158 5.524 
7.275 7.503 4.535 
7.534 7.310 5.475 
5.283 5.391 5.379 
6.827 5.399 5.585 
7.493 7.920 5.456 
7.653 5.032 5.965 
5.380 7.197 3.839 
6.463 6.421 5.375 
5.842 7.060 4.534 
6.789 7.554 5.935 
6.677 7.780 3.921 
6.565 6.674 5.673 
6.470 5.684 4.974 
6.030 6.516 5.082 
7.421 7.270 3.359 
7.664 6.456 3.246 
5.602 6.895 3.592 
5.424 5.240 3.203 
5.803 6.644 5.498 
6.468 6.337 4.079 
7.524 5.285 3.155 
6.832 7.117 4.607 
6.355 5.224 5.397 
7.001 5.597 3.528 
7.346 5.144 4.054 
5.072 6.514 4.912 
6.576 5.891 5.252 
7.645 5.745 3.280 
6.659 5.348 3.444 
5.946 5.026 3.824 
5.886 7.566 5.657 
6.405 6.823 4.874 
7.383 7.234 3.992 
7.074 6.900 5.134 
1.620 -1.368 -1.704 
-0.295 -1.406 -1.441 
1.462 -1.443 -2.483 
3.075 -2.977 -3.736 
-2.837 -2.939 -1.973 
2.609 -0.592 -3.463 
0.183 2.873 10.386 
0.015 4.705 9.076 
-0.476 5.662 9.678 
0.333 -0.173 -2.059 
-1.270 3.973 8.542 
-0.757 -2.218 -3.301 
-0.639 -1.102 -0.973 
1.839 -2.249 -4.139 
2.190 -1.151 -4.156 
-0.667 -2.554 -4.483 
-1.126 3.752 9.096 
-0.070 -1.973 -2.808 
1.981 -2.997 -4.644 
3.039 -0.105 -2.235 
-1.181 6.787 9.761 
-0.832 -2.378 -1.509 
2.513 -0.885 -2.432 
-1.651 2.848 7.694 
1.806 -1.563 -2.544 
1.516 -1.888 -0.984 
2.328 -0.986 -1.909 
-0.611 -1.415 -3.517 
-3.236 -0.984 -2.085 
-2.071 -2.700 -1.641 
-2.431 -0.647 -1.133 
-0.388 2.404 7.718 
0.036 -2.937 -3.129 
2.419 -2.260 -2.659 
1.221 4.953 9.222 
-0.471 -2.367 -3.455 
-1.448 5.069 9.676 
0.703 3.978 8.236 
-0.819 3.783 9.602 
-2.367 -2.182 -2.119 
-0.842 4.622 9.516 
-0.555 -2.059 -1.837 
-0.407 -2.868 -3.185 
1.849 -3.929 -3.703 
0.537 3.786 10.823 
3.867 -2.939 -4.592 
2.991 -1.678 -2.762 
1.088 3.653 7.865 
0.113 0.595 -1.811 
0.500 4.287 9.643 
0.581 -1.607 -1.168 
2.252 -2.254 -2.145 
-0.613 -2.398 -1.200 
-1.108 3.218 8.038 
2.776 -2.545 -4.460 
2.461 4.653 8.569 
4.161 -1.960 -2.758 
-0.091 4.191 9.574 
-0.740 -4.624 -0.244 
1.165 2.824 9.059 
-1.561 -1.454 -2.927 
-1.623 -1.544 -2.961 
-0.793 3.535 10.621 
-2.198 -4.255 -1.916 
-0.269 3.827 9.969 
0.540 3.923 8.658 
2.052 -3.445 -3.996 
-0.541 -0.390 -1.847 
0.606 -2.303 -0.449 
-1.307 4.373 9.769 
1.177 3.566 6.796 
1.914 -2.323 -4.524 
-0.127 3.577 9.682 
-2.431 -1.517 -1.897 
1.362 -2.404 -2.599 
2.707 -3.415 -2.265 
-0.219 -2.492 -3.371 
-0.454 4.275 8.968 
2.031 -0.847 -2.229 
-1.644 -2.095 -1.690 
-0.096 -2.054 -1.738 
0.112 5.451 8.527 
-0.157 -1.273 -4.309 
2.790 -1.867 -2.341 
2.321 -1.384 -4.469 
-1.788 -2.602 -0.734 
0.395 -0.900 -2.158 
0.936 4.047 7.610 
1.365 -2.209 -4.467 
0.336 3.579 9.863 
-3.101 -2.305 -2.339 
-1.244 -1.236 -1.117 
-1.013 4.571 9.623 
-2.646 -2.125 -0.429 
-1.327 -0.483 -2.033 
1.379 -2.659 -1.590 
-0.103 -1.576 -0.604 
1.865 -1.152 -3.831 
-0.889 2.340 9.202 
-0.104 -2.481 -2.528 
-0.916 0.073 -2.475 
0.619 -2.567 -4.190 
-0.047 -1.899 -3.214 
2.273 -1.245 -3.808 
4.112 -3.220 -2.817 
1.001 3.905 8.148 
-2.619 -1.250 -1.768 
0.568 -2.169 -2.902 
-0.722 -2.047 -1.803 
0.380 3.587 10.084 
-0.239 -1.775 -2.766 
-0.638 3.540 7.580 
3.130 -2.002 -2.744 
2.222 -2.302 -2.443 
-3.119 -2.981 -2.268 
0.070 3.293 9.070 
1.285 -3.301 -0.879 
-0.900 -1.206 -2.542 
0.900 -1.481 -4.909 
2.644 -3.920 -3.219 
0.136 -1.247 -3.800 
0.980 2.757 9.190 
4.870 -2.970 -3.551 
-2.587 -1.917 -3.039 
-0.949 -3.124 -4.420 
-0.672 3.934 8.018 
3.986 -2.163 -0.745 
5.613 -1.896 -1.592 
0.068 4.160 8.127 
0.560 3.206 7.825 
1.909 -1.676 -4.774 
4.188 -2.077 -3.567 
3.088 -1.036 -4.663 
-0.484 -2.427 -2.318 
0.749 -0.070 -3.165 
0.798 4.504 7.474 
-1.937 -2.888 -2.542 
-1.438 4.385 9.155 
0.097 4.242 10.010 
-0.848 -0.643 -0.668 
3.099 -2.214 -3.400 
-1.255 4.536 9.298 
0.617 -0.928 0.060 
-0.228 -2.267 -2.154 
1.060 -1.734 -1.337 
2.144 -0.961 -2.087 
2.377 -2.968 -4.333 
-0.172 -3.525 -0.544 
-0.522 5.280 8.647 
1.012 -3.293 -3.067 
0.179 4.031 9.882 
-1.777 -3.080 -0.776 
2.554 -2.360 -2.514 
-1.138 -1.953 -1.957 
-0.558 -3.594 -2.392 
1.074 -2.895 -3.086 
-1.093 -3.770 -1.993 
-0.629 5.133 8.466 
-0.620 3.782 8.594 
-2.055 -2.329 -2.567 
-2.338 -2.903 -2.713 
0.111 2.603 10.786 
1.056 -3.099 -2.085 
1.605 -3.070 -2.992 
-0.762 3.334 8.401 
-0.908 -1.526 -0.010 
1.050 -0.141 -0.951 
2.670 -1.933 -2.981 
-1.229 -2.193 -2.308 
2.753 -1.465 -2.700 
-1.979 -3.051 -0.712 
2.272 -2.347 -1.410 
-1.013 -1.262 -1.673 
2.204 0.052 -4.128 
2.442 -1.300 -5.933 
0.511 0.957 9.406 
2.837 -3.021 -3.469 
-0.591 4.936 9.046 
-0.039 -1.740 -1.637 
-0.277 3.610 9.292 
0.819 -1.567 -4.143 
-2.384 -2.181 -0.397 
0.124 3.166 9.366 
-0.116 3.455 8.315 
1.743 1.753 10.168 
0.836 4.790 9.951 
2.856 -3.355 -3.340 
-0.941 3.819 9.019 
-2.313 4.038 9.398 
0.425 3.531 8.888 
2.050 -3.487 -2.831 
3.231 -0.865 -2.412 
-0.106 -1.784 -0.977 
1.299 -2.531 -3.152 
0.746 -0.963 -1.473 
1.705 3.779 10.200 
-1.524 4.119 10.600 
2.394 -2.774 -3.499 
-0.008 3.532 9.774 
0.172 -1.211 -3.033 
-0.017 4.403 9.032 
-0.051 5.880 9.209 
1.859 -0.554 -2.210 
-0.627 0.597 -1.051 
-2.290 -1.796 -0.498 
0.566 4.566 9.562 
0.262 -0.138 -3.484 
0.443 -3.323 -2.135 
3.489 -0.780 -4.987 
-0.655 -2.073 -0.605 
-1.717 4.033 8.293 
0.743 4.482 8.231 
1.011 -2.307 -3.035 
-0.566 0.050 -1.024 
-1.541 3.044 10.019 
-2.043 -1.216 -1.767 
0.589 -3.779 -2.331 
-1.932 -2.962 0.022 
0.977 2.190 8.512 
0.361 4.083 11.231 
2.077 -1.498 -2.122 
-1.797 2.635 8.345 
-3.341 -1.084 -0.401 
-1.336 -1.426 0.599 
-0.838 -2.002 -2.287 
0.683 3.941 9.772 
-0.305 1.102 10.692 
-0.212 5.441 9.848 
-1.811 -3.547 -1.815 
2.483 -2.179 -2.529 
2.864 -1.535 -2.394 
-0.752 4.050 9.496 
-1.189 3.315 10.003 
1.527 3.674 9.537 
0.069 -0.167 -0.533 
2.030 -1.832 -3.132 
0.848 -1.588 -4.998 
-0.741 -1.820 -1.675 
2.577 -1.958 -1.529 
-0.574 -3.487 -1.620 
0.312 -1.756 -2.016 
2.184 -1.224 -2.285 
1.713 3.660 9.948 
-1.969 -2.151 -0.425 
1.176 4.163 9.031 
2.087 -3.022 -2.290 
1.104 -2.506 -1.096 
-0.046 3.337 9.227 
2.205 -2.580 -3.483 
1.896 -1.515 -2.669 
1.438 -1.884 -4.185 
-1.841 -3.386 -1.415 
-0.945 2.853 8.777 
3.783 -3.338 -4.582 
-0.233 -3.427 -1.615 
-1.405 -1.495 -1.414 
0.752 -2.695 -1.471 
1.914 -2.309 -3.918 
3.015 -1.696 -0.914 
1.181 -1.966 -3.818 
3.670 -3.692 -1.531 
-1.893 -3.117 -0.467 
-2.204 -3.086 -2.964 
-1.051 -3.245 -2.713 
0.749 2.892 9.034 
-0.318 2.728 8.651 
2.193 -1.420 -4.229 
0.197 -1.113 -3.134 
-0.130 -2.636 -2.093 
1.660 4.690 7.639 
0.912 -2.290 -3.641 
-0.615 -2.934 -3.597 
1.619 -3.020 -2.946 
-1.745 -2.292 -1.500 
-1.724 -0.695 -1.547 
0.126 -1.889 -1.530 
0.098 -1.722 -3.372 
1.514 -0.720 -2.836 
2.031 -2.047 -4.157 
0.401 3.770 7.835 
0.304 -2.313 -2.799 
1.867 -1.850 -3.426 
0.415 3.367 8.329 
1.165 4.200 9.166 
-0.403 -1.654 -2.715 
-1.536 -3.455 -1.827 
-1.179 3.736 8.337 
-1.346 -0.604 -2.226 
-1.622 -2.129 -1.063 
-2.056 -2.281 -2.030 
-0.452 2.923 9.744 
0.882 1.969 9.605 
-1.989 -2.437 -0.949 
2.112 4.417 9.131 
-1.223 -2.134 -1.900 
-0.086 4.206 9.142 
2.698 -3.569 -3.054 
1.498 -2.348 -1.349 
0.328 -1.672 -2.883 
-0.296 4.156 8.937 
0.321 0.153 -4.630 
-2.334 -3.055 -2.140 
1.777 -1.834 -1.691 
-0.393 -1.421 -1.387 
3.556 -2.418 -1.548 
-0.050 3.174 10.401 
-0.580 -2.751 -0.304 
-0.853 4.767 7.557 
0.337 4.888 8.661 
2.339 -1.516 -3.811 
-1.098 -1.504 -3.034 
-0.673 3.557 8.553 
-0.052 4.669 9.327 
1.950 -5.118 -3.826 
-1.362 -2.418 -2.804 
1.744 -3.361 -2.855 
-0.643 4.692 7.396 
-0.139 3.508 10.082 
1.324 2.928 7.874 
0.818 6.202 10.553 
-0.590 4.684 9.219 
-0.899 -2.474 -4.282 
0.239 -1.594 -1.553 
1.144 2.983 10.294 
0.515 -1.140 -3.453 
-2.286 -3.942 -1.584 
2.586 -0.806 -3.917 
-0.370 -1.445 -1.809 
-1.140 -0.826 0.172 
0.019 3.697 8.777 
